policy_number,age_at_issue,gender,smoker_status,annual_income,face_amount,annual_premium,state,occupation,issue_date
POL1D5F5807,35,F,Smoker,51685.4069256062,618513.5730161801,14844.325752388322,CA,Nurse,2025-03-21
POLC259B57D,55,M,Non-Smoker,106521.70044056638,1080371.8587280542,18668.825718820775,FL,Salesperson,2024-10-21
POL43060168,25,M,Non-Smoker,50115.45370705798,470649.5915644426,4066.412471116784,FL,Manager,2021-12-08
POLD44649F6,42,F,Smoker,107613.82107252914,1461751.2804304368,41221.38610813833,TX,Salesperson,2024-10-10
POL5ED51CC5,55,F,Non-Smoker,94218.95630619684,764730.9069008158,11012.125059371747,IL,Nurse,2023-01-23
POLE6849372,30,M,Non-Smoker,89079.56949795151,1068539.9526643571,10770.882722856719,MI,Nurse,2024-09-07
POL42A6BCB0,39,F,Non-Smoker,93312.94668459473,503700.6056356914,5319.078395512902,PA,Manager,2024-05-20
POL4021396F,55,F,Non-Smoker,84882.22859724496,1162336.7504299583,16737.6492061914,IL,Engineer,2022-05-06
POL94C77D91,62,F,Non-Smoker,95001.5694654309,1308286.0577088555,21037.239807958398,GA,Teacher,2021-03-24
POL3F87792D,31,M,Non-Smoker,88504.5448633083,485683.1328287013,5035.562721167976,MI,Accountant,2025-06-20
POLDFABB56E,53,M,Non-Smoker,104242.54204838071,616441.6527005655,10297.041366710246,MI,Engineer,2021-05-10
POLD2300C37,40,M,Non-Smoker,66581.78223162294,963968.4238317498,12493.030772859478,NC,Nurse,2025-06-26
POLEFA612C3,62,F,Smoker,58476.080023851886,627314.0054675557,25218.02301979574,PA,Teacher,2024-12-14
POL7B172592,33,M,Non-Smoker,45975.36754288166,615334.1528054823,6734.216968303198,GA,Nurse,2024-04-10
POL83A13605,66,M,Non-Smoker,75309.72966613933,642001.1719081121,13127.639963177075,MI,Accountant,2025-07-21
POL2B8308D5,49,F,Non-Smoker,60927.07288876319,617090.9395140279,7997.4985761018015,NC,Accountant,2025-06-28
POLAB6F3C64,27,M,Non-Smoker,47729.48018002774,392491.36411058204,3617.200411643124,PA,Engineer,2024-09-03
POLF70321E5,42,F,Non-Smoker,65309.47948211612,744820.178412976,8401.57161249837,CA,Manager,2022-06-25
POLC5CABD2F,69,M,Non-Smoker,106657.27527623696,710874.5229024849,15150.157832097759,OH,Manager,2024-08-09
POL13D99F16,46,F,Non-Smoker,74483.77943727576,383328.63115791493,4691.942445372879,MI,Manager,2020-09-20
POL87838CC1,52,F,Non-Smoker,70289.50980229687,497724.26059827313,6808.867884984376,CA,Manager,2023-05-03
POLCA8CA474,39,F,Non-Smoker,96979.42645536884,1216924.472124271,12850.722425632302,FL,Salesperson,2022-12-04
POLF6E9965C,29,M,Non-Smoker,74431.23031872755,1104626.0470608855,10816.49825282019,TX,Engineer,2024-01-07
POLF25ED4B6,65,M,Non-Smoker,52856.185251431896,748068.2727317491,15081.056378272064,OH,Teacher,2024-01-06
POL02BF88B0,57,F,Smoker,96211.69598159174,1112748.591069235,41394.24758777554,NC,Salesperson,2023-07-29
POLAEB882EA,60,F,Non-Smoker,38151.97238812379,217862.03933965683,3398.6478136986466,IL,Salesperson,2024-10-06
POLF92C9E4A,49,M,Non-Smoker,128797.53448099479,1305054.5477564172,20296.2083267078,PA,Manager,2025-05-09
POLCA2B9196,48,F,Non-Smoker,64791.634749411765,748875.1699246127,9525.692161441075,IL,Engineer,2021-03-11
POL4717F58D,60,M,Non-Smoker,117325.38673210194,1324291.5483459183,24790.737785035588,OH,Nurse,2021-10-27
POL28730D85,50,F,Non-Smoker,89394.20496430159,1191080.3787449966,15722.260999433955,CA,Nurse,2020-10-10
POL999F7C1D,38,F,Non-Smoker,99588.98577823491,1479494.7036576078,15268.38534174651,OH,Engineer,2025-01-27
POL544C2275,44,M,Non-Smoker,87264.86852777144,1149371.7784578183,16219.934537596731,NY,Salesperson,2023-06-17
POLBFDFA329,31,M,Non-Smoker,66703.7110708165,385748.6753943893,3999.442266489028,PA,Teacher,2025-03-25
POL9CC88845,66,F,Non-Smoker,102904.56215830316,1002368.9146681477,17080.366305945237,TX,Teacher,2021-10-04
POL399EA597,53,F,Non-Smoker,56893.9642945556,694706.4027882422,9670.31312681233,IL,Engineer,2020-12-19
POLCA653240,39,M,Non-Smoker,55468.078927572984,733844.6668888376,9299.27961881535,FL,Manager,2024-10-09
POL9D6E3C6D,66,F,Smoker,94698.72264596155,489509.81871923705,20853.1182774395,TX,Engineer,2025-03-14
POLBFA6E29A,44,M,Non-Smoker,96856.32613027129,1419379.7088003855,20030.28645059104,PA,Salesperson,2022-03-01
POL99D6F5A5,68,F,Non-Smoker,58785.555922408814,875017.4061577246,15330.304955883335,NC,Engineer,2022-09-10
POL0DC850BE,57,F,Non-Smoker,78040.16795696352,1026974.1082990123,15281.374731489304,NC,Nurse,2021-05-08
POLAAF99832,33,F,Non-Smoker,64577.015959409495,956633.1521730239,8724.494347817978,NY,Teacher,2025-05-20
POLB0B37F44,37,M,Non-Smoker,109542.30903169156,1409268.064423344,17046.50650726477,TX,Nurse,2022-03-05
POLC65AE156,29,F,Non-Smoker,58539.36044654532,707497.0781546652,5773.176157742068,GA,Manager,2023-02-12
POL14B869A3,49,M,Non-Smoker,54135.464992672496,585874.275234116,9111.516728440973,FL,Nurse,2021-02-19
POL317E9B56,50,M,Non-Smoker,85002.52509472717,1155126.8112551172,18297.208690281055,IL,Manager,2025-02-02
POL49F9D219,66,F,Non-Smoker,63399.120475749085,894064.9560513817,15234.866851115543,TX,Nurse,2021-04-30
POLBDD7785F,64,F,Smoker,109239.39919108276,1249392.6448587861,51724.855497153745,PA,Manager,2022-12-02
POLD9857982,67,F,Non-Smoker,86747.60502504431,574712.4821714507,9931.03169192267,NC,Manager,2024-01-02
POL807F44AD,64,F,Non-Smoker,46370.94403047718,420479.5474333844,6963.141305496846,GA,Manager,2024-05-14
POL449F5DB4,51,M,Smoker,59816.79081937545,608944.1117657444,24552.626586394817,MI,Nurse,2025-05-20
POL5DB0307A,65,M,Smoker,168146.1544378697,2317017.6591583355,116777.69002158013,CA,Engineer,2022-09-30
POL38BB805A,36,F,Non-Smoker,60062.92978365438,647609.5492285992,6372.477964409417,PA,Accountant,2024-05-13
POL5BD707B8,37,M,Smoker,72721.77617301111,757206.9237284275,22897.937373547647,CA,Manager,2021-06-04
POLEAEAD6AA,54,F,Non-Smoker,86791.87307877874,817148.8901259196,11570.828284183022,CA,Accountant,2022-09-22
POL5A1693BA,30,F,Non-Smoker,132685.12562121387,1262008.127932405,10600.868274632203,GA,Engineer,2021-02-22
POL484DE5D3,65,M,Non-Smoker,80989.8747126906,604037.5392135425,12177.396790545019,IL,Accountant,2023-02-06
POL691123F9,30,F,Non-Smoker,49658.85347148423,712551.4354610195,5985.432057872564,IL,Manager,2022-09-10
POLF3C2C8A2,31,M,Smoker,73371.8417580274,500125.52823392133,12963.253691823242,OH,Manager,2025-05-30
POL6F0CE4A8,39,M,Non-Smoker,94254.18368880622,1275379.9126972603,16161.614253699681,TX,Manager,2020-10-24
POL76304D88,58,F,Smoker,77138.19014983458,1045350.0206487564,39514.23078052299,OH,Teacher,2022-07-03
POLBC467F32,27,M,Non-Smoker,43921.26582345983,354199.68234915275,3264.3042725297914,PA,Manager,2022-11-14
POLF0DD35FC,54,M,Non-Smoker,65358.254309594886,659568.0295179398,11207.379957568834,PA,Nurse,2025-05-28
POL99690B36,48,F,Non-Smoker,70814.17006015807,872864.4530232006,11102.835842455113,OH,Engineer,2024-12-05
